PO_Number,Supplier,Category,Spend,Order_Date
PO2826,Supplier 17,Raw Materials,11514.79,2031-09-26
PO2827,Supplier 31,Maintenance,21003.15,2031-09-27
PO2828,Supplier 8,Raw Materials,14521.72,2031-09-28
PO2829,Supplier 40,IT Equipment,24980.58,2031-09-29
PO2830,Supplier 25,Chemicals,7527.74,2031-09-30
PO2831,Supplier 9,Raw Materials,7371.15,2031-10-01
PO2832,Supplier 2,Raw Materials,4413.86,2031-10-02
PO2833,Supplier 15,Raw Materials,4519.56,2031-10-03
PO2834,Supplier 50,Packaging,7487.07,2031-10-04
PO2835,Supplier 3,IT Equipment,19924.58,2031-10-05
PO2836,Supplier 49,Packaging,22691.04,2031-10-06
PO2837,Supplier 36,Chemicals,24389.64,2031-10-07
PO2838,Supplier 4,Raw Materials,6191.1,2031-10-08
PO2839,Supplier 14,IT Equipment,22091.79,2031-10-09
PO2840,Supplier 41,IT Equipment,8542.25,2031-10-10
PO2841,Supplier 41,Logistics,3264.59,2031-10-11
PO2842,Supplier 25,Chemicals,21815.61,2031-10-12
PO2843,Supplier 50,IT Equipment,16084.59,2031-10-13
PO2844,Supplier 10,Raw Materials,4535.91,2031-10-14
PO2845,Supplier 21,Raw Materials,11030.87,2031-10-15
PO2846,Supplier 36,IT Equipment,7537.81,2031-10-16
PO2847,Supplier 12,Packaging,18551.47,2031-10-17
PO2848,Supplier 27,Chemicals,11608.7,2031-10-18
PO2849,Supplier 40,Raw Materials,24737.36,2031-10-19
PO2850,Supplier 2,IT Equipment,1841.25,2031-10-20
PO2851,Supplier 13,Raw Materials,9197.87,2031-10-21
PO2852,Supplier 32,IT Equipment,12306.55,2031-10-22
PO2853,Supplier 31,Chemicals,12826.77,2031-10-23
PO2854,Supplier 16,IT Equipment,8240.43,2031-10-24
PO2855,Supplier 32,Logistics,18366.39,2031-10-25
PO2856,Supplier 32,IT Equipment,21931.3,2031-10-26
PO2857,Supplier 34,IT Equipment,23498.62,2031-10-27
PO2858,Supplier 11,Chemicals,20224.79,2031-10-28
PO2859,Supplier 10,IT Equipment,21339.21,2031-10-29
PO2860,Supplier 15,Chemicals,13988.36,2031-10-30
PO2861,Supplier 17,Logistics,20734.26,2031-10-31
PO2862,Supplier 40,Chemicals,7935.85,2031-11-01
PO2863,Supplier 18,Raw Materials,10262.73,2031-11-02
PO2864,Supplier 9,Chemicals,8264.37,2031-11-03
PO2865,Supplier 25,Logistics,11950.99,2031-11-04
PO2866,Supplier 40,Maintenance,7496.7,2031-11-05
PO2867,Supplier 14,IT Equipment,24059.48,2031-11-06
PO2868,Supplier 25,Chemicals,8164.69,2031-11-07
PO2869,Supplier 50,IT Equipment,2902.09,2031-11-08
PO2870,Supplier 22,Packaging,13407.02,2031-11-09
PO2871,Supplier 30,Raw Materials,1898.93,2031-11-10
PO2872,Supplier 20,Raw Materials,3208.31,2031-11-11
PO2873,Supplier 21,Packaging,5875.04,2031-11-12
PO2874,Supplier 44,Packaging,11876.58,2031-11-13
PO2875,Supplier 32,Chemicals,11114.65,2031-11-14
PO2876,Supplier 46,Packaging,20092.45,2031-11-15
PO2877,Supplier 49,Maintenance,18617.13,2031-11-16
PO2878,Supplier 21,IT Equipment,10944.8,2031-11-17
PO2879,Supplier 35,IT Equipment,8675.75,2031-11-18
PO2880,Supplier 32,Logistics,8253.49,2031-11-19
PO2881,Supplier 30,Packaging,19462.88,2031-11-20
PO2882,Supplier 39,Packaging,1775.77,2031-11-21
PO2883,Supplier 49,Maintenance,814.13,2031-11-22
PO2884,Supplier 12,Raw Materials,19990.84,2031-11-23
PO2885,Supplier 41,Raw Materials,12190.09,2031-11-24
PO2886,Supplier 47,IT Equipment,3706.59,2031-11-25
PO2887,Supplier 18,IT Equipment,6271.37,2031-11-26
PO2888,Supplier 21,Chemicals,23346.35,2031-11-27
PO2889,Supplier 13,Maintenance,21557.82,2031-11-28
PO2890,Supplier 21,Logistics,17889.73,2031-11-29
PO2891,Supplier 8,Logistics,12314.52,2031-11-30
PO2892,Supplier 46,Maintenance,13247.93,2031-12-01
PO2893,Supplier 40,Logistics,24393.49,2031-12-02
PO2894,Supplier 46,Raw Materials,24161.38,2031-12-03
PO2895,Supplier 7,Logistics,5774.09,2031-12-04
PO2896,Supplier 23,Logistics,20372.06,2031-12-05
PO2897,Supplier 44,Maintenance,5332.45,2031-12-06
PO2898,Supplier 32,Maintenance,5731.67,2031-12-07
PO2899,Supplier 11,Logistics,17064.28,2031-12-08
PO2900,Supplier 22,Packaging,10422.53,2031-12-09
PO2901,Supplier 22,Maintenance,23322.84,2031-12-10
PO2902,Supplier 43,Chemicals,2680.74,2031-12-11
PO2903,Supplier 25,Chemicals,13032.38,2031-12-12
PO2904,Supplier 22,Raw Materials,23003.78,2031-12-13
PO2905,Supplier 28,Logistics,22650.78,2031-12-14
PO2906,Supplier 29,Packaging,4334.97,2031-12-15
PO2907,Supplier 13,Raw Materials,9482.62,2031-12-16
PO2908,Supplier 18,Logistics,15668.47,2031-12-17
PO2909,Supplier 2,Maintenance,4405.17,2031-12-18
PO2910,Supplier 29,Chemicals,24216.54,2031-12-19
PO2911,Supplier 21,IT Equipment,22911.36,2031-12-20
PO2912,Supplier 15,Packaging,4590.28,2031-12-21
PO2913,Supplier 27,IT Equipment,3468.31,2031-12-22
PO2914,Supplier 50,Chemicals,2592.51,2031-12-23
PO2915,Supplier 31,IT Equipment,22781.37,2031-12-24
PO2916,Supplier 15,Maintenance,5243.78,2031-12-25
PO2917,Supplier 23,Logistics,10698.98,2031-12-26
PO2918,Supplier 24,Maintenance,11496.86,2031-12-27
PO2919,Supplier 44,IT Equipment,15175.77,2031-12-28
PO2920,Supplier 13,Maintenance,2257.52,2031-12-29
PO2921,Supplier 22,Chemicals,6055.59,2031-12-30
PO2922,Supplier 43,Packaging,23321.51,2031-12-31
PO2923,Supplier 37,Maintenance,22756.05,2032-01-01
PO2924,Supplier 33,Chemicals,19641.62,2032-01-02
PO2925,Supplier 3,Packaging,975.33,2032-01-03
PO2926,Supplier 19,Logistics,8511.67,2032-01-04
PO2927,Supplier 23,IT Equipment,15884.99,2032-01-05
PO2928,Supplier 29,Logistics,7242.16,2032-01-06
PO2929,Supplier 30,Raw Materials,22784.87,2032-01-07
PO2930,Supplier 39,Chemicals,16030.29,2032-01-08
PO2931,Supplier 44,Packaging,2261.71,2032-01-09
PO2932,Supplier 47,Maintenance,22770.64,2032-01-10
PO2933,Supplier 25,Logistics,23965.28,2032-01-11
PO2934,Supplier 37,Packaging,2403.95,2032-01-12
PO2935,Supplier 47,Chemicals,13542.83,2032-01-13
PO2936,Supplier 8,Raw Materials,7932.42,2032-01-14
PO2937,Supplier 42,Logistics,10124.56,2032-01-15
PO2938,Supplier 16,IT Equipment,4901.45,2032-01-16
PO2939,Supplier 8,Packaging,14662.77,2032-01-17
PO2940,Supplier 1,IT Equipment,23970.49,2032-01-18
PO2941,Supplier 44,Packaging,12825.28,2032-01-19
PO2942,Supplier 5,Packaging,2531.41,2032-01-20
PO2943,Supplier 3,Chemicals,15690.03,2032-01-21
PO2944,Supplier 1,Chemicals,8835.46,2032-01-22
PO2945,Supplier 4,Chemicals,21470.17,2032-01-23
PO2946,Supplier 40,Maintenance,11149.61,2032-01-24
PO2947,Supplier 35,Packaging,5224.57,2032-01-25
PO2948,Supplier 32,Logistics,5182.09,2032-01-26
PO2949,Supplier 42,IT Equipment,19334.72,2032-01-27
PO2950,Supplier 34,Chemicals,7006.9,2032-01-28
PO2951,Supplier 43,Chemicals,19297.22,2032-01-29
PO2952,Supplier 25,IT Equipment,5544.24,2032-01-30
PO2953,Supplier 10,IT Equipment,8381.32,2032-01-31
PO2954,Supplier 21,Packaging,11904.43,2032-02-01
PO2955,Supplier 46,Chemicals,23608.3,2032-02-02
PO2956,Supplier 39,IT Equipment,23327.42,2032-02-03
PO2957,Supplier 27,Maintenance,5568.36,2032-02-04
PO2958,Supplier 27,Maintenance,9276.37,2032-02-05
PO2959,Supplier 2,Chemicals,4160.29,2032-02-06
PO2960,Supplier 41,IT Equipment,12994.63,2032-02-07
PO2961,Supplier 48,Packaging,11784.27,2032-02-08
PO2962,Supplier 13,Packaging,22568.62,2032-02-09
PO2963,Supplier 9,Packaging,23285.13,2032-02-10
PO2964,Supplier 36,Raw Materials,9897.4,2032-02-11
PO2965,Supplier 22,Chemicals,12547.58,2032-02-12
PO2966,Supplier 42,Packaging,22457.79,2032-02-13
PO2967,Supplier 26,Maintenance,20264.34,2032-02-14
PO2968,Supplier 12,IT Equipment,589.58,2032-02-15
PO2969,Supplier 17,Logistics,8341.46,2032-02-16
PO2970,Supplier 14,Logistics,10833.47,2032-02-17
PO2971,Supplier 14,Packaging,6128.05,2032-02-18
PO2972,Supplier 34,Logistics,5389.5,2032-02-19
PO2973,Supplier 20,Logistics,1425.72,2032-02-20
PO2974,Supplier 11,Raw Materials,16262.56,2032-02-21
PO2975,Supplier 16,Maintenance,6931.5,2032-02-22
PO2976,Supplier 31,Maintenance,1782.51,2032-02-23
PO2977,Supplier 6,Raw Materials,6158.99,2032-02-24
PO2978,Supplier 19,Raw Materials,20146.89,2032-02-25
PO2979,Supplier 37,Logistics,21361.48,2032-02-26
PO2980,Supplier 4,Chemicals,12335.12,2032-02-27
PO2981,Supplier 47,IT Equipment,10693.73,2032-02-28
PO2982,Supplier 4,IT Equipment,24457.42,2032-02-29
PO2983,Supplier 20,Logistics,5413.83,2032-03-01
PO2984,Supplier 10,IT Equipment,5776.3,2032-03-02
PO2985,Supplier 24,Raw Materials,7650.75,2032-03-03
PO2986,Supplier 35,Maintenance,4732.55,2032-03-04
PO2987,Supplier 26,IT Equipment,9794.46,2032-03-05
PO2988,Supplier 37,Logistics,22815.44,2032-03-06
PO2989,Supplier 38,Chemicals,15576.02,2032-03-07
PO2990,Supplier 21,Logistics,10592.69,2032-03-08
PO2991,Supplier 40,Packaging,23393.06,2032-03-09
PO2992,Supplier 39,Logistics,1687.37,2032-03-10
PO2993,Supplier 21,Raw Materials,5651.77,2032-03-11
PO2994,Supplier 10,Maintenance,14364.27,2032-03-12
PO2995,Supplier 38,Maintenance,15581.04,2032-03-13
PO2996,Supplier 46,IT Equipment,1469.16,2032-03-14
PO2997,Supplier 4,Raw Materials,10374.45,2032-03-15
PO2998,Supplier 45,Packaging,16404.27,2032-03-16
PO2999,Supplier 20,Raw Materials,17602.73,2032-03-17
PO3000,Supplier 17,Logistics,16134.43,2032-03-18
